"day","num_videos","avg_duration","se_duration","med_duration"
"2005-09-20",201,136.8656716417910448,15.2587527879946,61
"2005-09-21",213,144.8122065727699531,16.7787077921036,84
"2005-09-22",253,139.5533596837944664,16.2825964070964,63
"2005-09-23",226,131.1371681415929204,9.93344889935707,76
"2005-09-24",231,121.9004329004329004,8.93456008003566,63
"2005-09-25",313,126.8274760383386581,7.49299848207762,63
"2005-09-26",318,116.3490566037735849,7.37477866936811,56.5
"2005-09-27",287,128.6968641114982578,8.42994906083755,76
"2005-09-28",282,153.6737588652482270,14.4181567322381,74
"2005-09-29",270,109.3037037037037037,7.7092018132017,48
"2005-09-30",230,128.9391304347826087,8.7147779225922,82.5
"2005-10-01",322,114.9130434782608696,7.0380204316213,60
"2005-10-02",360,124.8805555555555556,8.56215458015921,68.5
"2005-10-03",355,130.6957746478873239,7.53472486603797,75
"2005-10-04",312,133.5608974358974359,8.89114882588444,71
"2005-10-05",353,151.2266288951841360,9.11772372329574,117
"2005-10-06",398,129.3065326633165829,8.06599058156941,69
"2005-10-07",364,111.2500000000000000,6.48611515314962,59
"2005-10-08",368,121.5842391304347826,7.65486529318936,68.5
"2005-10-09",444,144.2500000000000000,11.2077162560807,89.5
"2005-10-10",388,144.0180412371134021,12.2762515133681,68
"2005-10-11",379,146.8284960422163588,8.44383735811728,98
"2005-10-12",343,161.1749271137026239,13.8758765887214,91
"2005-10-13",413,115.4576271186440678,6.23227240129306,66
"2005-10-14",385,123.4129870129870130,6.75159680039816,71
"2005-10-15",430,138.4023255813953488,7.90318834129692,85
"2005-10-16",554,126.4440433212996390,6.24868615859857,70
"2005-10-17",432,140.6342592592592593,8.9437135159685,84
"2005-10-18",488,151.3135245901639344,15.8845226773565,71
"2005-10-19",616,128.2159090909090909,7.45905556948235,61
"2005-10-20",551,207.3212341197822142,70.8479416797873,74
"2005-10-21",505,169.7346534653465347,13.8238341594283,85
"2005-10-22",604,145.2963576158940397,9.07540799034243,81
"2005-10-23",717,131.8242677824267782,5.64898013436081,79
"2005-10-24",591,128.4890016920473773,7.64665625326181,68
"2005-10-25",518,242.1409266409266409,89.3771776900203,96
"2005-10-26",450,127.1400000000000000,7.50145285936244,72.5
"2005-10-27",435,137.7701149425287356,10.2077283026627,80
"2005-10-28",503,122.2166998011928429,6.86463534194402,68
"2005-10-29",531,116.8531073446327684,6.21309301049298,61
"2005-10-30",612,153.5196078431372549,9.6886470742921,86
"2005-10-31",553,141.9692585895117541,8.88206746535788,89
"2005-11-01",599,141.4307178631051753,7.88719825490093,91
"2005-11-02",609,136.1428571428571429,8.97142765456079,58
"2005-11-03",691,141.5976845151953690,8.62489447026452,65
"2005-11-04",519,133.5741811175337187,7.99290646699053,72
"2005-11-05",531,138.2580037664783427,10.0438596233529,75
"2005-11-06",716,120.9846368715083799,6.23147484356901,62.5
"2005-11-07",762,129.2349081364829396,6.60489456153796,62
"2005-11-08",802,132.1359102244389027,6.55038789106302,77
"2005-11-09",693,126.5772005772005772,6.14369526017879,68
"2005-11-10",650,130.8953846153846154,6.48611191001711,72.5
"2005-11-11",683,132.1420204978038067,6.95796813865081,77
"2005-11-12",747,130.2663989290495315,6.26990593990297,66
"2005-11-13",867,127.0115340253748558,4.85949333729386,72
"2005-11-14",785,125.4165605095541401,5.68666733144105,62
"2005-11-15",859,136.8230500582072177,5.82601781150621,80
"2005-11-16",794,141.2896725440806045,8.52923591276949,75
"2005-11-17",843,126.8054567022538553,5.18876266926613,74
"2005-11-18",698,126.1518624641833811,6.94334829856611,63.5
"2005-11-19",879,113.6552901023890785,6.31056750949341,63
"2005-11-20",1052,120.5646387832699620,6.35061939512877,70.5
"2005-11-21",991,118.7396569122098890,5.68533027982289,56
"2005-11-22",689,114.9796806966618287,6.70575714075725,57
"2005-11-23",1004,123.1812749003984064,4.61397703225539,67
"2005-11-24",1136,166.3582746478873239,40.7894922448626,73
"2005-11-25",1009,116.1367690782953419,4.56865300333321,66
"2005-11-26",1031,129.4180407371483996,6.15936447093908,65
"2005-11-27",1287,127.6013986013986014,5.35255148426503,63
"2005-11-28",1144,135.8190559440559441,5.1858887327725,79.5
"2005-11-29",1176,132.3894557823129252,8.90714355300751,69.5
"2005-11-30",1052,136.9733840304182510,6.58439525574309,80.5
"2005-12-01",1121,129.2239072256913470,5.52600456527154,68
"2005-12-02",979,138.0183861082737487,6.13704250678844,74
"2005-12-03",1101,118.4677565849227975,3.87786412330678,68
"2005-12-04",1091,123.5884509624197984,5.09377729895378,68
"2005-12-05",740,140.8108108108108108,5.81355774626468,92.5
"2005-12-06",731,139.7879616963064295,7.28191385482008,86
"2005-12-07",809,165.1693448702101360,32.0735266010619,83
"2005-12-08",733,145.4706684856753070,6.05754814950035,93
"2005-12-09",778,158.6195372750642674,10.2082011936935,92
"2005-12-10",806,148.6426799007444169,8.20105811148447,92
"2005-12-11",909,142.0836083608360836,6.77997349906715,80
"2005-12-12",879,188.5779294653014790,46.4494107613442,86
"2005-12-13",934,145.3940042826552463,6.65846935673362,87
"2005-12-14",840,145.0023809523809524,6.29927738850143,100
"2005-12-15",847,137.5147579693034238,6.99293629182192,85
"2005-12-16",849,138.1566548881036514,6.01106093217944,83
"2005-12-17",813,137.2103321033210332,6.60085783069033,81
"2005-12-18",921,156.5059717698154180,6.93556118439565,95
"2005-12-19",873,157.4822451317296678,8.0985339513173,95
"2005-12-20",974,154.2710472279260780,7.30135693184653,92.5
"2005-12-21",913,144.5848849945235487,6.27038495266206,82
"2005-12-22",853,145.1758499413833529,5.38011678497577,88
"2005-12-23",868,151.3963133640552995,7.36159404741103,104.5
"2005-12-24",931,142.8066595059076262,5.88358168959683,93
"2005-12-25",773,143.8538163001293661,6.48878557648368,91
"2005-12-26",937,146.1131270010672359,7.8731110355405,78
"2005-12-27",965,140.4632124352331606,5.22963753917376,84
"2005-12-28",976,141.7500000000000000,5.71820476197502,90
"2005-12-29",1020,153.4715686274509804,6.92120418583266,102
"2005-12-30",967,153.4643226473629783,6.02372626101764,97
"2005-12-31",924,162.3409090909090909,11.5833159745672,100
"2006-01-01",1159,136.9637618636755824,5.45189231809516,76
"2006-01-02",1276,139.0932601880877743,5.31193976820844,84
"2006-01-03",1246,144.5898876404494382,5.74767969671107,88
"2006-01-04",1149,147.0000000000000000,5.95279824351588,90
"2006-01-05",1206,141.7271973466003317,6.11282591676082,85.5
"2006-01-06",975,158.9456410256410256,9.8641147272508,98
"2006-01-07",1465,149.2607508532423208,5.24887194233461,93
"2006-01-08",1692,143.8108747044917258,4.93469966360963,83
"2006-01-09",1611,145.0055865921787709,4.91829879634388,84
"2006-01-10",1612,149.1439205955334988,7.97148242256876,84.5
"2006-01-11",1581,141.3421884882985452,4.64003751585211,86
"2006-01-12",1539,150.6478232618583496,5.96022269429644,80
"2006-01-13",1527,151.7314996725605763,7.47463074586266,89
"2006-01-14",1461,142.2744695414099932,5.24786727073593,93
"2006-01-15",1045,174.5196172248803828,7.0858781494391,116
"2006-01-16",1416,151.3086158192090395,5.34131127946952,90.5
"2006-01-17",1313,161.9527798933739528,5.5963139097301,101
"2006-01-18",1316,158.4034954407294833,6.11538134135755,98
"2006-01-19",1129,167.4162976085031001,6.53052898675248,100
"2006-01-20",972,169.8713991769547325,8.03704338195838,122
"2006-01-21",1125,159.2568888888888889,5.44178659337954,107
"2006-01-22",1545,163.7676375404530744,7.52644909503336,104
"2006-01-23",1459,196.4180945853324195,9.62610378155628,109
"2006-01-24",1360,161.6485294117647059,5.60453981630391,101
"2006-01-25",1268,164.2917981072555205,5.82641371622202,102
"2006-01-26",1270,157.0370078740157480,5.74512975704309,97
"2006-01-27",1260,173.7841269841269841,7.26703997975012,105
"2006-01-28",1312,185.7393292682926829,8.84137897704888,111.5
"2006-01-29",1529,166.2825376062786135,6.74385972287616,114
"2006-01-30",1019,180.8665358194308145,8.7801402522048,115
"2006-01-31",1367,168.3174835405998537,5.53825647726303,117
"2006-02-01",1299,171.8583525789068514,6.63919996722536,123
"2006-02-02",1238,174.3279483037156704,6.89620104205899,116
"2006-02-03",1111,212.8460846084608461,13.9161731516929,121
"2006-02-04",1263,159.2335708630245447,6.82015016073773,100
"2006-02-05",1502,169.7816245006657790,6.34403710402226,114
"2006-02-06",1628,169.1996314496314496,6.32966428941966,101
"2006-02-07",1519,161.4957208689927584,6.59460116340076,108
"2006-02-08",1500,197.5473333333333333,8.11029800904796,120
"2006-02-09",1530,172.1169934640522876,6.1154302916374,114
"2006-02-10",1462,216.5198358413132695,42.963074042416,117
"2006-02-11",1786,193.5044792833146697,22.8563939992489,98.5
"2006-02-12",2176,162.5096507352941176,5.94480581979504,89.5
"2006-02-13",1934,164.3567735263702172,10.3100067595948,91
"2006-02-14",1570,201.4350318471337580,30.5735771967508,98
"2006-02-15",1715,174.4857142857142857,6.79757234138663,103
"2006-02-16",1771,177.2749858836815359,6.37576160989045,116
"2006-02-17",1739,196.0718803910293272,7.88513679041085,121
"2006-02-18",1857,179.4997307485191169,6.28268301374422,108
"2006-02-19",2066,176.3547918683446273,5.86599528000409,108
"2006-02-20",1997,173.4176264396594892,6.54764776306083,102
"2006-02-21",2154,174.6443825441039926,5.83166770873544,107.5
"2006-02-22",2058,180.8425655976676385,7.50165076586126,101
"2006-02-23",1968,175.1295731707317073,7.91429505517648,103
"2006-02-24",1972,172.1085192697768763,5.88995418278699,105.5
"2006-02-25",1770,195.1276836158192090,7.99063202339712,116
"2006-02-26",1338,186.2653213751868460,9.36051609745308,124
"2006-02-27",1751,272.5853797829811536,14.7661273226456,129
"2006-02-28",1492,198.3230563002680965,8.35895987273964,130
"2006-03-01",1736,196.5506912442396313,8.07456587306238,140
"2006-03-02",1614,190.9907063197026022,8.37908265435718,113.5
"2006-03-03",1437,203.5601948503827418,9.35761836938798,126
"2006-03-04",1619,181.6059295861642989,6.34771350884764,122
"2006-03-05",1915,173.5911227154046997,5.27787374774968,119
"2006-03-06",1858,171.1324004305705059,5.51646813640126,113
"2006-03-07",1772,189.0468397291196388,6.64176999830667,117
"2006-03-08",1692,202.3581560283687943,7.2220057681864,132.5
"2006-03-09",1685,213.2083086053412463,20.8843417064702,125
"2006-03-10",1662,190.7815884476534296,6.69643392931384,121
"2006-03-11",1723,182.0301799187463726,6.85571286812554,117
"2006-03-12",1911,176.9722658294086866,8.59882579005308,105
"2006-03-13",1837,179.0870985302123027,6.08479772273941,116
"2006-03-14",1661,151.1667670078266105,3.34535516434918,117
"2006-03-15",1694,144.8789846517119244,3.10956923980397,116
"2006-03-16",1844,143.8964208242950108,3.49129499152071,92
"2006-03-17",1764,145.9761904761904762,3.13881656623993,106
"2006-03-18",1724,147.8381670533642691,3.20263904915901,112
"2006-03-19",2099,146.3225345402572654,2.86296734563151,108
"2006-03-20",2064,148.0610465116279070,3.08297047368983,109
"2006-03-21",2066,147.7550822846079380,2.89520487338589,109
"2006-03-22",1991,143.3571069814163737,2.9067098779497,110
"2006-03-23",2025,142.5866666666666667,2.77747196559922,106
"2006-03-24",1868,154.4175588865096360,3.24336076056359,113
"2006-03-25",1876,151.9781449893390192,3.22164587776915,115
"2006-03-26",2010,152.2711442786069652,3.04355047427405,116.5
"2006-03-27",2250,144.1644444444444444,2.86247608040917,102
"2006-03-28",2088,143.3936781609195402,2.93321674297267,100
"2006-03-29",2159,155.5998147290412228,6.49434209331783,106
"2006-03-30",2132,148.9155722326454034,2.88898466250301,109.5
"2006-03-31",2101,147.2955735364112327,2.9260784350404,106
"2006-04-01",1845,149.7073170731707317,3.09684881210048,118
"2006-04-02",2302,146.7072111207645526,2.81208185279571,107
"2006-04-03",2339,143.6686618212911501,4.48857617818171,93
"2006-04-04",2379,150.6305170239596469,2.78336323918221,113
"2006-04-05",1825,152.6279452054794521,3.24620257575213,115
"2006-04-06",1399,158.8677626876340243,3.66464284161532,123
"2006-04-07",1585,156.0731861198738170,6.28148683712238,114
"2006-04-08",1614,161.6957868649318463,3.31700300005911,136
"2006-04-09",1577,156.5269499048826886,3.45876683952115,125
"2006-04-10",1359,153.5526122148638705,3.70620864905326,117
"2006-04-11",1794,160.9732441471571906,3.77744764092533,126
"2006-04-12",1628,159.3857493857493857,3.45803660744046,125.5
"2006-04-13",1562,175.5268886043533931,4.65334016347811,136
"2006-04-14",1816,162.7527533039647577,3.44269434996411,131
"2006-04-15",1716,156.4970862470862471,3.34678981327105,129.5
"2006-04-16",1860,153.9586021505376344,3.25253668637173,123
"2006-04-17",1933,162.4443869632695292,3.31067365394219,126
"2006-04-18",1891,164.7075621364357483,3.32965025645664,135
"2006-04-19",1950,155.9015384615384615,3.08075063614115,121
"2006-04-20",1925,169.8228571428571429,17.9311243318894,119
"2006-04-21",1791,162.4232272473478504,3.38565255089979,125
"2006-04-22",1850,171.8248648648648649,15.6633764123522,121.5
"2006-04-23",1898,162.1643835616438356,3.64376028894574,127
"2006-04-24",1877,177.4821523708044752,18.0604591097912,114
"2006-04-25",1827,160.4395183360700602,3.8461167006624,114
"2006-04-26",1808,167.7992256637168142,3.60340879424282,131
"2006-04-27",1895,171.3498680738786280,5.68615079862666,130
"2006-04-28",1419,166.5651867512332629,3.81513269928718,137
"2006-04-29",1793,159.2203011712214166,4.02954010956785,125
"2006-04-30",2064,162.9379844961240310,3.1885559928116,126
"2006-05-01",2123,157.4512482336316533,3.54344597880251,112
"2006-05-02",2242,158.3809099018733274,3.03501522371608,123
"2006-05-03",2110,167.1473933649289100,3.6018530466226,121
"2006-05-04",2062,168.5766246362754607,3.190932634474,134
"2006-05-05",1888,170.0799788135593220,3.68469939871098,137
"2006-05-06",2053,163.3302484169508037,3.03828871499741,136
"2006-05-07",2327,191.6385904598195101,34.8146898428368,118
"2006-05-08",2292,154.3027923211169284,2.95421844705665,115
"2006-05-09",2182,162.4115490375802016,3.58689914575589,117
"2006-05-10",2301,160.2790091264667536,2.94338490611441,126
"2006-05-11",2300,161.7095652173913043,2.90640263470959,130
"2006-05-12",2277,165.8594642072902942,3.01477094615836,130
"2006-05-13",2296,168.9512195121951220,3.34896752996648,132
"2006-05-14",2589,165.5701042873696408,3.32639078728788,125
"2006-05-15",2113,161.2285849503076195,3.32744941894411,122
"2006-05-16",1277,175.2576350822239624,4.15038160000363,146
"2006-05-17",1783,181.1362871564778463,3.81120695306113,144
"2006-05-18",1669,196.9197124026363092,21.0564738023974,141
"2006-05-19",1525,180.6347540983606557,4.67339291446836,144
"2006-05-20",1588,183.3192695214105793,4.10711595310775,152.5
"2006-05-21",1786,177.8437849944008959,4.36778401649576,143
"2006-05-22",1830,200.3918032786885246,25.3987307707601,138
"2006-05-23",1934,169.6147880041365047,3.33034612785273,136
"2006-05-24",1805,201.9141274238227147,26.641855164971,141
"2006-05-25",1852,196.4919006479481641,25.1226280411076,135
"2006-05-26",1734,181.0190311418685121,4.21659210637915,147
"2006-05-27",1715,170.7615160349854227,3.71765303966899,137
"2006-05-28",1998,182.2437437437437437,3.61661495235915,147
"2006-05-29",2037,175.5915562101129111,3.89670957915265,133
"2006-05-30",2120,179.4476415094339623,3.85555929343703,143
"2006-05-31",2086,172.6562799616490892,4.00744140197025,137
"2006-06-01",2018,181.7423191278493558,3.91955924867816,143
"2006-06-02",1298,178.6186440677966102,4.44787943167127,146
"2006-06-03",1337,183.6738967838444278,7.58888548489774,147
"2006-06-04",2295,179.9437908496732026,3.25590675156533,150
"2006-06-05",2277,171.4295125164690382,3.32396981862543,135
"2006-06-06",2280,171.2333333333333333,3.20323837109198,131.5
"2006-06-07",2180,178.5389908256880734,4.64981319642826,128.5
"2006-06-08",2067,185.8301886792452830,5.78137545809977,139
"2006-06-09",2096,191.4083969465648855,5.76994441576021,142
"2006-06-10",2010,181.4597014925373134,4.4228539003907,148
"2006-06-11",2358,207.5110262934690416,20.7175485815592,147
"2006-06-12",2255,171.9685144124168514,3.22249737265293,133
"2006-06-13",2154,171.3792943361188487,3.26058748093412,138
"2006-06-14",2218,178.0054102795311091,3.1751083776671,146
"2006-06-15",2228,183.3877917414721724,3.46836937012975,154
"2006-06-16",2261,176.1769128704113224,3.24096346517367,144
"2006-06-17",2093,179.3339703774486383,3.48592527412234,145
"2006-06-18",2260,176.6566371681415929,3.13841318987645,147
"2006-06-19",2384,185.1027684563758389,3.46746972108519,149.5
"2006-06-20",2434,178.5969597370583402,3.1898477845308,144
"2006-06-21",2499,182.1760704281712685,3.31699939490944,145
"2006-06-22",2452,178.1288743882544861,4.64482189429297,138
"2006-06-23",2150,178.5995348837209302,3.89447537912183,147
"2006-06-24",2108,173.0379506641366224,3.46577724521796,133.5
"2006-06-25",2270,201.2079295154185022,25.7779710066073,139
"2006-06-26",2096,175.1875000000000000,3.7569309991858,142
"2006-06-27",1658,192.9861278648974668,5.72441629292391,149
"2006-06-28",2186,188.1431838975297347,3.72346406531248,153.5
"2006-06-29",2276,187.0738137082601054,3.94190707832442,151.5
"2006-06-30",2094,182.0568290353390640,3.78417115813337,149
"2006-07-01",1479,194.0067613252197431,4.36229137354985,161
"2006-07-02",1787,181.6866256295467264,3.98585300940143,147
"2006-07-03",2274,181.6561125769569041,3.30646054286452,143
"2006-07-04",2364,180.2525380710659898,3.18119036594316,146
"2006-07-05",2124,176.0451977401129944,3.24490129267972,145.5
"2006-07-06",2153,192.2243381328379006,4.15984843854979,158
"2006-07-07",2068,197.6054158607350097,6.68809395842699,161
"2006-07-08",2033,198.8809640924741761,8.95650079798521,149
"2006-07-09",2258,185.5535872453498671,3.77100102051841,150
"2006-07-10",2477,181.2551473556721841,3.14359205708316,145
"2006-07-11",2440,240.7192622950819672,32.7717590104339,153
"2006-07-12",2389,186.9133528673084973,4.89466332272996,140
"2006-07-13",2281,184.5747479175800088,3.47553630465054,150
"2006-07-14",2178,194.1414141414141414,3.72007698503226,161
"2006-07-15",1889,191.2938062466913711,3.53420232755222,171
"2006-07-16",2265,184.0732891832229581,3.25874099379009,155
"2006-07-17",2056,190.1473735408560311,3.89795099638151,162
"2006-07-18",786,198.5508905852417303,6.83521168223686,163.5
"2006-07-19",2299,186.9569377990430622,3.45068226064163,152
"2006-07-20",2209,199.6799456767768221,4.2715991655484,158
"2006-07-21",2097,183.3757749165474487,3.58391712842831,147
"2006-07-22",2080,179.3442307692307692,3.69909259816193,147
"2006-07-23",2321,181.5842309349418354,3.48961051027234,149
"2006-07-24",2540,181.5728346456692913,3.10684188324021,144
"2006-07-25",2520,191.4519841269841270,3.76306624023339,154
"2006-07-26",2437,190.1292572835453426,3.96639689931259,152
"2006-07-27",2412,190.4709784411276949,4.76699152232574,149
"2006-07-28",2179,184.6255162918770078,3.56759047836966,152
"2006-07-29",2116,193.8752362948960302,3.634250367821,166
"2006-07-30",2329,178.9944182052382997,3.330371759232,146
"2006-07-31",2594,197.9641480339244410,4.12803470261845,159
"2006-08-01",2572,180.4821150855365474,3.11145647882413,147
"2006-08-02",2462,185.7209585702680747,3.23672807437984,154
"2006-08-03",2461,204.9882161722876879,20.8673036291866,144
"2006-08-04",2228,187.6377917414721724,3.52612311649979,154
"2006-08-05",2224,187.1258992805755396,3.59550649071873,154
"2006-08-06",2146,181.7632805219012116,3.87296707251745,141
"2006-08-07",1589,199.5556954059156702,4.13890165784061,165
"2006-08-08",2177,182.4111162149747359,3.3336715836187,149
"2006-08-09",2133,184.9353023909985935,3.88291035184552,156
"2006-08-10",2121,192.0617633191890618,3.76599034183962,154
"2006-08-11",2148,201.0819366852886406,4.74881205932746,163
"2006-08-12",1888,195.9841101694915254,9.59467341280601,161
"2006-08-13",2284,193.6882661996497373,4.11876647952518,155.5
"2006-08-14",2297,201.3234653896386591,4.43462796126582,158
"2006-08-15",1733,191.8309290248124639,4.30304350744105,147
"2006-08-16",2378,198.9066442388561817,5.45421729446911,150.5
"2006-08-17",2329,187.5800772863890082,3.62680629117626,152
"2006-08-18",2237,190.2114438980777827,3.69406893910399,151
"2006-08-19",2127,195.8702397743300423,3.92735575805356,166
"2006-08-20",2524,191.1295562599049128,3.96353118046201,154
"2006-08-21",2524,187.1992868462757528,3.43191994102459,151
"2006-08-22",2490,195.5092369477911647,3.73066161899767,153
"2006-08-23",2400,193.1216666666666667,3.72283291822381,154
"2006-08-24",2400,204.3879166666666667,3.96813147873636,166
"2006-08-25",2388,197.2696817420435511,3.60437350445101,160
"2006-08-26",2178,208.3875114784205693,5.08710203573097,166
"2006-08-27",2202,197.8106267029972752,4.26229544781027,161.5
"2006-08-28",2278,195.1957857769973661,3.51308289435386,156
"2006-08-29",2322,197.5258397932816537,3.77415050233334,163
"2006-08-30",2530,209.0513833992094862,4.99159156071866,167
"2006-08-31",2379,204.5901639344262295,4.83074593638748,158
"2006-09-01",2293,199.0327082424771042,4.25364500464463,159
"2006-09-02",2241,197.8804105310129407,4.5941890587907,157
"2006-09-03",2238,196.0241286863270777,4.44312946676372,156
"2006-09-04",2677,199.5663055659320134,4.04743879444028,154
"2006-09-05",2469,193.5151883353584447,3.77938500791655,153
"2006-09-06",2362,216.1756985605419136,5.22467865996377,166
"2006-09-07",2365,213.0883720930232558,5.31189367514737,163
"2006-09-08",2298,202.4312445604873803,4.66820201439148,160
"2006-09-09",2304,197.7265625000000000,3.973942287239,158
"2006-09-10",2795,195.1438282647584973,3.59886244432045,158
"2006-09-11",2642,201.3376230128690386,3.93167050109848,158
"2006-09-12",2832,199.6055790960451977,3.77277754620957,158
"2006-09-13",2748,198.9552401746724891,3.69368574835999,154.5
